algorithm_name,size,default
random_hill_climb,100,7104.0
random_hill_climb,100,7105.0
random_hill_climb,100,7105.0
random_hill_climb,100,7106.0
random_hill_climb,100,7106.0
random_hill_climb,100,7110.0
random_hill_climb,100,7110.0
random_hill_climb,100,7110.0
random_hill_climb,100,7110.0
random_hill_climb,100,7115.0
random_hill_climb,100,7115.0
random_hill_climb,100,7115.0
random_hill_climb,100,7115.0
random_hill_climb,100,7115.0
random_hill_climb,100,7115.0
random_hill_climb,100,7116.0
random_hill_climb,100,7116.0
random_hill_climb,100,7116.0
random_hill_climb,100,7116.0
random_hill_climb,100,7120.0
random_hill_climb,100,7122.0
random_hill_climb,100,7122.0
random_hill_climb,100,7123.0
random_hill_climb,100,7125.0
random_hill_climb,100,7125.0
random_hill_climb,100,7131.0
random_hill_climb,100,7131.0
random_hill_climb,100,7131.0
random_hill_climb,100,7131.0
random_hill_climb,100,7131.0
random_hill_climb,100,7131.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7136.0
random_hill_climb,100,7137.0
random_hill_climb,100,7137.0
random_hill_climb,100,7137.0
random_hill_climb,100,7137.0
random_hill_climb,100,7138.0
random_hill_climb,100,7140.0
random_hill_climb,100,7141.0
random_hill_climb,100,7141.0
random_hill_climb,100,7141.0
random_hill_climb,100,7141.0
random_hill_climb,100,7141.0
random_hill_climb,100,7141.0
random_hill_climb,100,7142.0
random_hill_climb,100,7142.0
random_hill_climb,100,7142.0
random_hill_climb,100,7142.0
random_hill_climb,100,7142.0
random_hill_climb,100,7142.0
random_hill_climb,100,7143.0
random_hill_climb,100,7143.0
random_hill_climb,100,7143.0
random_hill_climb,100,7146.0
random_hill_climb,100,7146.0
random_hill_climb,100,7146.0
random_hill_climb,100,7146.0
random_hill_climb,100,7154.0
random_hill_climb,100,7154.0
random_hill_climb,100,7154.0
random_hill_climb,100,7154.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7157.0
random_hill_climb,100,7165.0
random_hill_climb,100,7165.0
random_hill_climb,100,7171.0
random_hill_climb,100,7172.0
random_hill_climb,100,7172.0
random_hill_climb,100,7172.0
random_hill_climb,100,7172.0
random_hill_climb,100,7172.0
random_hill_climb,100,7175.0
random_hill_climb,100,7175.0
random_hill_climb,100,7175.0
random_hill_climb,100,7175.0
random_hill_climb,100,7182.0
random_hill_climb,100,7182.0
random_hill_climb,100,7182.0
random_hill_climb,100,7182.0
